Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
Hotel 57,2023/3/1,2023/3/5,2023/3/10,1,5,Standard Double Room,1 full bed,0,501 reviews,Good,7.8,0,0,1.3 km from center,"Midtown East, New York",4,$370 taxes and charges,US$925,US$833
"Club Quarters Hotel Grand Central, New York",2023/3/1,2023/3/5,2023/3/10,1,5,Small Queen Room,1 queen bed,0,"2,277 reviews",Very Good,8.0,0,0,1.8 km from center,"Midtown East, New York",4,$214 taxes and charges,No Discount,"US$1,332"
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/1,2023/3/5,2023/3/10,1,5,Queen Studio - Disability Access,1 queen bed,0,"1,380 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",3,$253 taxes and charges,No Discount,US$944
Courtyard by Marriott New York Manhattan/Chelsea,2023/3/1,2023/3/5,2023/3/10,1,5,King Room,1 king bed,0,731 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,2.4 km from center,"Chelsea, New York",4,$196 taxes and charges,No Discount,"US$1,209"
The Manhattan at Times Square,2023/3/1,2023/3/5,2023/3/10,1,5,Standard Queen Room,1 queen bed,0,"4,008 reviews",Review score,5.6,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$314 taxes and charges,US$845,US$634
Hilton Garden Inn West 35th Street,2023/3/1,2023/3/5,2023/3/10,1,5,King Room,1 king bed,0,"2,502 reviews",Very Good,8.3,0,0,2 km from center,"Manhattan, New York",3,$171 taxes and charges,No Discount,"US$1,041"
Pestana Park Avenue,2023/3/1,2023/3/6,2023/3/7,0,1,Classic Room,1 queen bed,0,850 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$57 taxes and charges,US$259,US$207
Margaritaville Resort Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Standard Queen Room,1 queen bed,0,"1,355 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",4,$94 taxes and charges,No Discount,US$169
The Tuscany Powered by LuxUrban,2023/3/1,2023/3/6,2023/3/7,0,1,Double Room,1 king bed,0,45 reviews,Good,7.9,Free cancellation,0,2.1 km from center,"Murray Hill, New York",4,$21 taxes and charges,No Discount,US$116
The Herald 8 by LuxUrban,2023/3/1,2023/3/6,2023/3/7,0,1,Double Room - Disability Access,1 king bed,0,"2,135 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$23 taxes and charges,No Discount,US$134
Riu Plaza Manhattan Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Family King,"2 beds (1 king, 1 sofa bed)",0,"6,372 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$75 taxes and charges,US$359,US$258
Pod Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Standard Bunk Bed Room,2 twin beds,0,"12,746 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.4 km from center,"Hell's Kitchen, New York",4,$47 taxes and charges,No Discount,US$139
The Cloud One New York-Downtown,2023/3/1,2023/3/6,2023/3/7,0,1,Standard King Room,1 king bed,0,508 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$28 taxes and charges,No Discount,US$169
TownePlace Suites by Marriott New York Manhattan/Chelsea,2023/3/1,2023/3/6,2023/3/7,0,1,King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Breakfast included,"2,253 reviews",Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",4,$30 taxes and charges,No Discount,US$180
M Social Hotel Times Square New York,2023/3/1,2023/3/6,2023/3/7,0,1,Social City View King,1 king bed,0,"5,510 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",4,$69 taxes and charges,No Discount,US$169
citizenM New York Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"2,786 reviews",Excellent,8.7,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$30 taxes and charges,No Discount,US$179
West Side YMCA,2023/3/1,2023/3/6,2023/3/7,0,1,Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,454 reviews",Review score,6.6,0,0,350 m from center,"Upper West Side, New York",3,$10 taxes and charges,US$109,US$93
Hyatt Place NYC Chelsea,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,Breakfast included,"6,328 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$30 taxes and charges,No Discount,US$180
citizenM New York Bowery,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"2,207 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,5.4 km from center,"Lower East Side, New York",4,$31 taxes and charges,No Discount,US$189
Hotel Edison Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Classic 1 Queen Bed,1 queen bed,Breakfast included,"11,163 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$65 taxes and charges,No Discount,US$145
Hotel Belleclaire Central Park,2023/3/1,2023/3/6,2023/3/7,0,1,Standard 1 Full,1 twin bed,Breakfast included,"2,303 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.6 km from center,"Upper West Side, New York",4,$50 taxes and charges,US$179,US$152
"The New Yorker, A Wyndham Hotel",2023/3/1,2023/3/6,2023/3/7,0,1,Standard Queen Room,1 queen bed,0,"8,912 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,2 km from center,"Hell's Kitchen, New York",4,$57 taxes and charges,No Discount,US$135
The Belvedere Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Standard King Room,1 king bed,0,"3,633 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,0.9 km from center,"Hell's Kitchen, New York",4,$50 taxes and charges,No Discount,US$149
Soho Grand Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Soho King Room,1 king bed,0,"1,215 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,5.5 km from center,"SoHo, New York",4,$79 taxes and charges,US$299,US$239
Wingate by Wyndham New York Midtown South/5th Ave,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room - Non-Smoking,1 queen bed,Breakfast included,"1,506 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",3,$30 taxes and charges,No Discount,US$180
Hyatt Place New York City/Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,Breakfast included,"14,983 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",4,$33 taxes and charges,No Discount,US$199
"Holiday Inn Express New York City Chelsea, an IHG Hotel",2023/3/1,2023/3/6,2023/3/7,0,1,Room Selected at Check-In,1 full bed,Breakfast included,"3,022 reviews",Good,7.9,0,0,2.4 km from center,"Chelsea, New York",3,$43 taxes and charges,No Discount,US$152
Empire Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Standard Queen Room,1 queen bed,0,"2,486 reviews",Review score,6.8,FREE cancellation • No prepayment needed,0,400 m from center,"Upper West Side, New York",4,$53 taxes and charges,No Discount,US$179
Archer Hotel New York,2023/3/1,2023/3/6,2023/3/7,0,,Classic King Guest Room,1 king bed,0,717 reviews,Excellent,8.7,0,0,1.8 km from center,"Manhattan, New York",4,$43 taxes and charges,No Discount,
TBA Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",0,"8,070 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$26 taxes and charges,No Discount,US$152
Hilton Garden Inn Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,King Room - Disability Access,1 king bed,0,"2,189 reviews",Good,7.6,0,0,0.9 km from center,"Manhattan, New York",3,$29 taxes and charges,No Discount,US$175
Motto by Hilton New York City Chelsea,2023/3/1,2023/3/6,2023/3/7,0,1,Room with Murphy Bed,1 full bed,0,"1,158 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",5,$62 taxes and charges,No Discount,US$196
YOTEL New York Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Premium Queen,1 queen bed,0,"3,800 reviews",Good,7.1,FREE cancellation • No prepayment needed,0,1.5 km from center,"Hell's Kitchen, New York",4,$70 taxes and charges,US$176,US$158
U Hotel Fifth Avenue I Empire State Building,2023/3/1,2023/3/6,2023/3/7,0,1,Double Room,1 full bed,0,"1,697 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$47 taxes and charges,No Discount,US$141
Walker Hotel Tribeca,2023/3/1,2023/3/6,2023/3/7,0,1,Walker Cozy King,1 king bed,0,"1,262 reviews",Very Good,8.1,Free cancellation,0,5.8 km from center,"Chinatown, New York",4,$29 taxes and charges,No Discount,US$175
Hampton Inn Manhattan Times Square North,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room,1 queen bed,Breakfast included,"2,632 reviews",Good,7.8,0,0,0.6 km from center,"Hell's Kitchen, New York",3,$37 taxes and charges,No Discount,US$224
"Club Quarters Hotel Times Square, New York",2023/3/1,2023/3/6,2023/3/7,0,1,Small Single Room,1 full bed,0,"2,512 reviews",Good,7.8,0,0,1.3 km from center,"Manhattan, New York",4,$27 taxes and charges,No Discount,US$160
Hilton Garden Inn Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,King Room - Disability Access,1 king bed,0,"2,189 reviews",Good,7.6,0,0,0.9 km from center,"Manhattan, New York",3,$29 taxes and charges,No Discount,US$175
Hyatt House New York/Chelsea,2023/3/1,2023/3/6,2023/3/7,0,1,Den Guestroom with King Bed,1 king bed,Breakfast included,552 reviews,Very Good,8.1,Free cancellation,0,2.5 km from center,"Chelsea, New York",3,$36 taxes and charges,No Discount,US$206
Executive Hotel Le Soleil New York,2023/3/1,2023/3/6,2023/3/7,0,1,Executive Queen Room,1 queen bed,0,"2,463 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$47 taxes and charges,No Discount,US$179
Michelangelo Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Executive King Room,1 king bed,0,685 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$90 taxes and charges,No Discount,US$259
Riu Plaza New York Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe King Room,1 king bed,Breakfast included,"6,341 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,1 km from center,"Hell's Kitchen, New York",4,$73 taxes and charges,US$345,US$248
NH Collection New York Madison Avenue,2023/3/1,2023/3/6,2023/3/7,0,1,Superior King Room,1 king bed,0,"1,166 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Murray Hill, New York",4,$80 taxes and charges,No Discount,US$284
The Manhattan Club,2023/3/1,2023/3/6,2023/3/7,0,,Executive Junior Suite,"Private suite
2 beds (1 sofa bed, 1 queen)",0,"1,721 reviews",Very Good,8.0,0,0,350 m from center,"Manhattan, New York",4,$37 taxes and charges,No Discount,
Element Times Square West,2023/3/1,2023/3/6,2023/3/7,0,1,"Guest Room, 1 King",1 king bed,Breakfast included,"5,501 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$31 taxes and charges,No Discount,US$189
Pestana Park Avenue,2023/3/1,2023/3/6,2023/3/7,0,1,Classic Room,1 queen bed,0,850 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$57 taxes and charges,US$259,US$207
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,824 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,5.9 km from center,"Chinatown, New York",4,$60 taxes and charges,No Discount,US$189
Sheraton Tribeca New York Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Standard King Room,1 king bed,0,"2,455 reviews",Good,7.6,0,0,5.6 km from center,"Tribeca, New York",4,$27 taxes and charges,No Discount,US$159
CIVILIAN Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Twin Room,2 twin beds,0,"1,154 reviews",Very Good,8.5,Free cancellation,0,0.9 km from center,"Hell's Kitchen, New York",4,$40 taxes and charges,No Discount,US$249
Hilton Garden Inn New York Central Park South-Midtown West,2023/3/1,2023/3/6,2023/3/7,0,1,King Room with Roll-In Shower - Disability Access,1 king bed,0,"5,419 reviews",Good,7.1,0,0,450 m from center,"Manhattan, New York",4,$41 taxes and charges,No Discount,US$255
Four Points by Sheraton Manhattan SoHo Village,2023/3/1,2023/3/6,2023/3/7,0,1,"Guest room, 2 Queen",2 queen beds,0,770 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5 km from center,"SoHo, New York",3,$28 taxes and charges,No Discount,US$169
"Crowne Plaza Times Square Manhattan, an IHG Hotel",2023/3/1,2023/3/6,2023/3/7,0,1,King Room - Hearing Access/Non-Smoking,1 king bed,0,"1,382 reviews",Good,7.7,0,0,0.9 km from center,"Manhattan, New York",4,$71 taxes and charges,No Discount,US$186
"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",2023/3/1,2023/3/6,2023/3/7,0,1,Standard Room with Queen Bed - Non-Smoking,1 queen bed,0,521 reviews,Very Good,8.3,0,0,7.3 km from center,"Wall Street - Financial District, New York",4,$58 taxes and charges,No Discount,US$178
The Pearl Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Queen Room,1 queen bed,Breakfast included,951 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$78 taxes and charges,No Discount,US$260
Warwick New York,2023/3/1,2023/3/6,2023/3/7,0,1,Premier King Bed,1 king bed,0,"4,408 reviews",Good,7.8,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$74 taxes and charges,No Discount,US$255
The Time New York,2023/3/1,2023/3/6,2023/3/7,0,1,Petite Full Room,1 full bed,Breakfast included,"1,211 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$65 taxes and charges,No Discount,US$185
Moxy NYC Chelsea,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"3,727 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$75 taxes and charges,No Discount,US$249
Hotel Lucerne,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Double Room,2 full beds,0,"1,012 reviews",Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$42 taxes and charges,No Discount,US$259
Hilton Garden Inn New York - Times Square Central,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"1,522 reviews",Good,7.6,0,0,1.5 km from center,"Manhattan, New York",3,$60 taxes and charges,No Discount,US$190
The Time New York,2023/3/1,2023/3/6,2023/3/7,0,1,Petite Full Room,1 full bed,Breakfast included,"1,211 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$65 taxes and charges,No Discount,US$185
Hard Rock Hotel New York,2023/3/1,2023/3/6,2023/3/7,0,1,Standard King Room,1 king bed,0,"1,236 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",5,$102 taxes and charges,No Discount,US$359
Pestana Park Avenue,2023/3/1,2023/3/6,2023/3/7,0,1,Classic Room,1 queen bed,0,850 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$57 taxes and charges,US$259,US$207
Michelangelo Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Executive King Room,1 king bed,0,685 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$90 taxes and charges,No Discount,US$259
Park Central,2023/3/1,2023/3/6,2023/3/7,0,1,King Room - Disability Access,1 queen bed,0,"2,563 reviews",Good,7.6,0,0,400 m from center,"Manhattan, New York",4,$72 taxes and charges,No Discount,US$167
Grayson Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,47 reviews,Very Good,8.1,0,0,1.8 km from center,"Manhattan, New York",4,$60 taxes and charges,No Discount,US$174
City Club Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Petite Room,1 full bed,0,"1,230 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$52 taxes and charges,No Discount,US$170
Four Points by Sheraton Manhattan SoHo Village,2023/3/1,2023/3/6,2023/3/7,0,1,"Guest room, 2 Queen",2 queen beds,0,770 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5 km from center,"SoHo, New York",3,$28 taxes and charges,No Discount,US$169
"Crowne Plaza Times Square Manhattan, an IHG Hotel",2023/3/1,2023/3/6,2023/3/7,0,1,King Room - Hearing Access/Non-Smoking,1 king bed,0,"1,382 reviews",Good,7.7,0,0,0.9 km from center,"Manhattan, New York",4,$71 taxes and charges,No Discount,US$186
Broadway Plaza Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Two Queen (Renovated room),2 queen beds,0,528 reviews,Very Good,8.4,0,0,2.7 km from center,"NoMad, New York",3,$44 taxes and charges,No Discount,US$188
Residence Inn by Marriott New York Manhattan/Central Park,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Studio with City View,"Entire studio • 1 bathroom • 20m²
2 beds (1 twin, 1 full)",Breakfast included,"1,287 reviews",Very Good,8.4,0,0,450 m from center,"Manhattan, New York",4,$70 taxes and charges,No Discount,US$440
La Quinta by Wyndham Time Square South,2023/3/1,2023/3/6,2023/3/7,0,1,King Room - Non-Smoking,1 king bed,Breakfast included,"2,059 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",3,$48 taxes and charges,No Discount,US$152
Hotel Indigo Lower East Side New York,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room,1 queen bed,0,734 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$68 taxes and charges,No Discount,US$169
Times Square EDITION New York,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room,1 queen bed,0,691 reviews,Very Good,8.5,0,0,1 km from center,"Manhattan, New York",5,$112 taxes and charges,No Discount,US$464
Sixty LES,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Studio,1 queen bed,0,"1,051 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$74 taxes and charges,No Discount,US$209
The Gotham Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room,1 queen bed,0,870 reviews,Very Good,8.3,0,0,1.4 km from center,"Midtown East, New York",4,$62 taxes and charges,No Discount,US$207
Arlo SoHo,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room with Courtyard View,1 queen bed,0,"2,409 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,5.3 km from center,"SoHo, New York",4,$58 taxes and charges,No Discount,US$199
Artezen Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Room with Two Queen Beds,2 queen beds,0,903 reviews,Wonderful,9.0,0,0,6.9 km from center,"Wall Street - Financial District, New York",4,$45 taxes and charges,No Discount,US$170
Pod 51,2023/3/1,2023/3/6,2023/3/7,0,1,Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,0,"7,032 reviews",Good,7.8,FREE cancellation • No prepayment needed,0,1.7 km from center,"Midtown East, New York",3,$50 taxes and charges,No Discount,US$159
DoubleTree by Hilton New York Times Square South,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"4,380 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$31 taxes and charges,No Discount,US$185
Wyndham Garden Chinatown,2023/3/1,2023/3/6,2023/3/7,0,,Superior Queen Room Non-Smoking,1 queen bed,0,613 reviews,Good,7.6,0,0,5.8 km from center,"Lower East Side, New York",4,$24 taxes and charges,No Discount,
Freehand New York,2023/3/1,2023/3/6,2023/3/7,0,1,Three's Company,"2 beds (1 bunk bed, 1 queen)",0,"1,182 reviews",Good,7.9,0,0,3.1 km from center,"Gramercy, New York",4,$60 taxes and charges,No Discount,US$152
Hyatt Centric Times Square New York,2023/3/1,2023/3/6,2023/3/7,0,1,King Room with View,1 king bed,0,650 reviews,Very Good,8.4,Free cancellation,0,1.2 km from center,"Manhattan, New York",4,$90 taxes and charges,No Discount,US$318
DoubleTree by Hilton New York Times Square South,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"4,380 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$31 taxes and charges,No Discount,US$185
Hotel Indigo Lower East Side New York,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room,1 queen bed,0,734 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$68 taxes and charges,No Discount,US$169
Sixty LES,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Studio,1 queen bed,0,"1,051 reviews",Good,7.2,FREE cancellation • No prepayment needed,0,5.2 km from center,"Lower East Side, New York",4,$74 taxes and charges,No Discount,US$209
Hotel 32 32,2023/3/1,2023/3/6,2023/3/7,0,1,Double Studio with balcony,"Entire studio • 1 bathroom • 35m²
1 full bed",0,755 reviews,Review score,6.9,0,0,2.4 km from center,"Manhattan, New York",4,$54 taxes and charges,US$196,US$147
"Hotel Shocard Broadway, Times Square",2023/3/1,2023/3/6,2023/3/7,0,1,Standard Double Room,1 full bed,0,"1,067 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$52 taxes and charges,No Discount,US$130
Grayson Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,47 reviews,Very Good,8.1,0,0,1.8 km from center,"Manhattan, New York",4,$60 taxes and charges,No Discount,US$174
The Moore,2023/3/1,2023/3/6,2023/3/7,0,1,Interior Queen,1 queen bed,0,847 reviews,Very Good,8.5,Free cancellation,0,3 km from center,"Chelsea, New York",4,$41 taxes and charges,US$315,US$252
Wyndham Garden Chinatown,2023/3/1,2023/3/6,2023/3/7,0,,Superior Queen Room Non-Smoking,1 queen bed,0,613 reviews,Good,7.6,0,0,5.8 km from center,"Lower East Side, New York",4,$24 taxes and charges,No Discount,
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/1,2023/3/6,2023/3/7,0,1,Queen Studio - Disability Access,1 queen bed,0,"1,380 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",3,$51 taxes and charges,No Discount,US$194
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"2,873 reviews",Very Good,8.5,FREE cancellation • No prepayment needed,0,7.7 km from center,"Wall Street - Financial District, New York",4,$32 taxes and charges,No Discount,US$196
The Westin New York at Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,"Traditional Double, Guest room, 2 Double, Low floor",2 full beds,0,733 reviews,Good,7.9,0,0,1.3 km from center,"Manhattan, New York",5,$71 taxes and charges,No Discount,US$254
Hotel Beacon,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe King Studio with View,"Entire studio • 1 bathroom • 30m²
1 king bed",0,"1,385 reviews",Excellent,8.7,0,0,1.4 km from center,"Upper West Side, New York",4,$40 taxes and charges,US$289,US$231
33 Seaport Hotel New York,2023/3/1,2023/3/6,2023/3/7,0,1,Superior Courtyard King,1 king bed,0,288 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,6.9 km from center,"Wall Street - Financial District, New York",5,$72 taxes and charges,No Discount,US$271
Square Hotel at Times Square,2023/3/1,2023/3/6,2023/3/7,0,1,Accessible Room 1 Queen Bed,1 queen bed,0,"2,391 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",3,$54 taxes and charges,No Discount,US$189
Citadines Connect Fifth Avenue New York,2023/3/1,2023/3/6,2023/3/7,0,1,Standard Room,1 king bed,Breakfast included,"2,989 reviews",Good,7.7,0,0,1.4 km from center,"Manhattan, New York",3,$53 taxes and charges,No Discount,US$179
"The Jewel Hotel, New York",2023/3/1,2023/3/6,2023/3/7,0,1,Mobility Accessible Room,1 queen bed,0,"1,623 reviews",Excellent,8.6,0,0,1 km from center,"Manhattan, New York",4,$35 taxes and charges,No Discount,US$216
The Evelyn NoMad,2023/3/1,2023/3/6,2023/3/7,0,1,Superior Queen Room,1 queen bed,Breakfast included,"2,612 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$69 taxes and charges,No Discount,US$235
Nolitan Hotel SoHo - New York,2023/3/1,2023/3/6,2023/3/7,0,1,Superior Queen Room with Balcony,1 queen bed,0,"1,137 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,5.4 km from center,"SoHo, New York",4,$62 taxes and charges,No Discount,US$200
Hampton Inn Times Square Central,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,Breakfast included,"2,267 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$33 taxes and charges,No Discount,US$199
Courtyard by Marriott New York Manhattan/Central Park,2023/3/1,2023/3/6,2023/3/7,0,1,Deluxe Double Room with Two Double Beds,2 full beds,0,"3,297 reviews",Very Good,8.2,0,0,450 m from center,"Manhattan, New York",4,$71 taxes and charges,No Discount,US$455
Freehand New York,2023/3/1,2023/3/6,2023/3/7,0,1,Three's Company,"2 beds (1 bunk bed, 1 queen)",0,"1,182 reviews",Good,7.9,0,0,3.1 km from center,"Gramercy, New York",4,$60 taxes and charges,No Discount,US$152
Hampton Inn Manhattan/Downtown- Financial District,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,658 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,7.7 km from center,"Wall Street - Financial District, New York",3,$26 taxes and charges,No Discount,US$152
Hilton Garden Inn New York/Manhattan-Chelsea,2023/3/1,2023/3/6,2023/3/7,0,1,King Room,1 king bed,0,"3,058 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",3,$29 taxes and charges,No Discount,US$175
Park Terrace Hotel,2023/3/1,2023/3/6,2023/3/7,0,1,Queen Room - Disability Access,1 queen bed,0,"2,427 reviews",Excellent,8.7,0,0,1.7 km from center,"Manhattan, New York",4,$52 taxes and charges,No Discount,US$328
Pestana Park Avenue,2023/3/1,2023/3/6,2023/3/8,0,2,Superior Room,1 queen bed,0,850 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$127 taxes and charges,US$628,US$502
Manhattan Bowery Lodge,2023/3/1,2023/3/6,2023/3/8,0,2,Budget Double Room,1 full bed,0,400 reviews,Review score,6.3,FREE cancellation • No prepayment needed,0,5.8 km from center,"Lower East Side, New York",2,$25 taxes and charges,US$120,US$114
Margaritaville Resort Times Square,2023/3/1,2023/3/6,2023/3/8,0,2,Standard Queen Room,1 queen bed,0,"1,355 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",4,$194 taxes and charges,No Discount,US$374
