Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,2023/3/3,2023/3/24,2023/3/29,2,5,1 King Bed,1 king bed,Breakfast included,"5,188 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$177 taxes and charges,No Discount,"US$1,079"
citizenM New York Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"2,777 reviews",Excellent,8.7,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$211 taxes and charges,No Discount,"US$1,315"
Omni Berkshire Place,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe King Room,1 king bed,0,516 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,1.1 km from center,"Midtown East, New York",4,$404 taxes and charges,No Discount,"US$1,454"
CIVILIAN Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Double Room,1 queen bed,0,"1,164 reviews",Very Good,8.5,Free cancellation,0,0.9 km from center,"Hell's Kitchen, New York",4,$199 taxes and charges,No Discount,"US$1,229"
SpringHill Suites by Marriott New York Manhattan/Times Square South,2023/3/3,2023/3/24,2023/3/29,2,5,1 Queen Bed,1 queen bed,Breakfast included,"4,101 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$174 taxes and charges,No Discount,"US$1,059"
Moxy NYC Chelsea,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"3,719 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$376 taxes and charges,No Discount,"US$1,263"
Royalton Park Avenue,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Queen Room,1 queen bed,0,960 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$430 taxes and charges,"US$1,382","US$1,244"
Hyatt Place NYC Chelsea,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"6,386 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$195 taxes and charges,No Discount,"US$1,205"
M Social Hotel Times Square New York,2023/3/3,2023/3/24,2023/3/29,2,5,Social City View Doubles,2 full beds,0,"5,527 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",4,$426 taxes and charges,"US$1,565","US$1,409"
The Belvedere Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Executive King Room,1 king bed,0,"3,636 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,0.9 km from center,"Hell's Kitchen, New York",4,$326 taxes and charges,"US$1,385","US$1,247"
MOXY NYC Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Double Room,1 full bed,Breakfast included,"8,856 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",4,$366 taxes and charges,No Discount,"US$1,196"
citizenM New York Bowery,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"2,201 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,5.4 km from center,"Lower East Side, New York",4,$200 taxes and charges,No Discount,"US$1,235"
Pestana Park Avenue,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Room,1 queen bed,0,840 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$308 taxes and charges,"US$1,279","US$1,189"
Hyatt Place New York City/Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"14,988 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",4,$194 taxes and charges,No Discount,"US$1,195"
The James New York - NoMad,2023/3/3,2023/3/24,2023/3/29,2,5,Queen Room,1 queen bed,0,502 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.6 km from center,"NoMad, New York",4,$472 taxes and charges,"US$1,793","US$1,524"
Hyatt Centric Times Square New York,2023/3/3,2023/3/24,2023/3/29,2,5,King Room - Disability Access with Shower,1 king bed,0,649 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,1.2 km from center,"Manhattan, New York",4,$445 taxes and charges,No Discount,"US$1,555"
"Hotel Shocard Broadway, Times Square",2023/3/3,2023/3/24,2023/3/29,2,5,Queen Room,1 queen bed,0,"1,061 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$281 taxes and charges,US$970,US$795
ModernHaus SoHo,2023/3/3,2023/3/24,2023/3/29,2,5,Newly Renovated Standard Queen Room,1 queen bed,0,448 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,5.4 km from center,"SoHo, New York",5,$593 taxes and charges,No Discount,"US$2,135"
Michelangelo Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Executive King Room,1 king bed,0,684 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,0.7 km from center,"Manhattan, New York",4,$464 taxes and charges,"US$1,615","US$1,373"
Executive Hotel Le Soleil New York,2023/3/3,2023/3/24,2023/3/29,2,5,Executive Queen Room,1 queen bed,0,"2,463 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$283 taxes and charges,No Discount,"US$1,215"
The Fifty Sonesta Select New York,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 queen bed,0,752 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,1.6 km from center,"Midtown East, New York",4,$411 taxes and charges,"US$1,235",US$926
Hilton Club The Quin New York,2023/3/3,2023/3/24,2023/3/29,2,5,King Studio,1 king bed,0,922 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,0.5 km from center,"Manhattan, New York",5,$250 taxes and charges,No Discount,"US$1,579"
ModernHaus SoHo,2023/3/3,2023/3/24,2023/3/29,2,5,Newly Renovated Standard Queen Room,1 queen bed,0,448 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,5.4 km from center,"SoHo, New York",5,$593 taxes and charges,No Discount,"US$2,135"
U Hotel Fifth Avenue I Empire State Building,2023/3/3,2023/3/24,2023/3/29,2,5,Queen Room,1 queen bed,0,"1,695 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$256 taxes and charges,"US$1,050",US$840
Courtyard New York Manhattan/Midtown West,2023/3/3,2023/3/24,2023/3/29,2,5,"Guest room, 2 Queen, City view",2 queen beds,0,"2,297 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,2.1 km from center,"Hudson Yards, New York",4,$259 taxes and charges,No Discount,"US$1,640"
The Cloud One New York-Downtown,2023/3/3,2023/3/24,2023/3/29,2,5,King Room with City View,1 king bed,0,513 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$200 taxes and charges,No Discount,"US$1,235"
Hotel Lucerne,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe Queen Room,1 queen bed,0,999 reviews,Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$264 taxes and charges,"US$1,965","US$1,670"
Renaissance New York Midtown Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Standard King Room,1 king bed,0,"1,049 reviews",Very Good,8.5,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$271 taxes and charges,No Discount,"US$1,718"
Hilton New York Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,79 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$414 taxes and charges,No Discount,"US$1,619"
The Pearl Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe Queen Room,1 queen bed,Breakfast included,950 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$465 taxes and charges,"US$2,120","US$1,802"
33 Seaport Hotel New York,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe Double Room,1 queen bed,0,286 reviews,Excellent,8.6,Free cancellation,0,6.9 km from center,"Wall Street - Financial District, New York",5,$238 taxes and charges,No Discount,"US$1,492"
DoubleTree by Hilton New York Times Square South,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"4,389 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$177 taxes and charges,No Discount,"US$1,079"
The Knickerbocker,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe Room with One King Bed,1 king bed,0,"1,331 reviews",Very Good,8.4,Free cancellation,0,1.4 km from center,"Manhattan, New York",5,$558 taxes and charges,"US$2,395","US$1,916"
Hilton Garden Inn Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"2,188 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,0.9 km from center,"Manhattan, New York",3,$196 taxes and charges,No Discount,"US$1,210"
TownePlace Suites by Marriott New York Manhattan/Chelsea,2023/3/3,2023/3/24,2023/3/29,2,5,King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Breakfast included,"2,268 reviews",Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",4,$168 taxes and charges,No Discount,"US$1,023"
The Moore,2023/3/3,2023/3/24,2023/3/29,2,5,Interior Queen,1 queen bed,0,849 reviews,Very Good,8.4,Free cancellation,0,3 km from center,"Chelsea, New York",4,$192 taxes and charges,No Discount,"US$1,184"
Warwick New York,2023/3/3,2023/3/24,2023/3/29,2,5,Premier King Bed,1 king bed,0,"4,402 reviews",Good,7.8,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$359 taxes and charges,No Discount,"US$1,190"
Ace Hotel New York,2023/3/3,2023/3/24,2023/3/29,2,5,Single Room,1 full bed,0,"1,021 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$392 taxes and charges,No Discount,"US$1,175"
SIXTY SoHo,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Queen Room,1 queen bed,0,725 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,5.2 km from center,"SoHo, New York",5,$508 taxes and charges,"US$2,265","US$1,925"
W New York - Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,"Wonderful Guest room, 1 King, City view",1 king bed,0,882 reviews,Good,7.7,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$345 taxes and charges,No Discount,"US$1,373"
Hotel Edison Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Signature 1 Queen Bed,1 queen bed,Breakfast included,"11,148 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$390 taxes and charges,No Discount,"US$1,166"
Hilton Garden Inn West 35th Street,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"2,499 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",3,$211 taxes and charges,No Discount,"US$1,313"
Renaissance New York Chelsea Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,"Guest Room, 1 King City View",1 king bed,0,536 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$399 taxes and charges,No Discount,"US$1,419"
Hampton Inn Times Square Central,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"2,271 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$206 taxes and charges,No Discount,"US$1,275"
Pod 39,2023/3/3,2023/3/24,2023/3/29,2,5,Bunk Bed Room,1 bunk bed,0,"5,958 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2.1 km from center,"Murray Hill, New York",3,$273 taxes and charges,"US$1,125",US$956
YOTEL New York Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Premium Queen View,1 queen bed,0,"3,804 reviews",Good,7.1,FREE cancellation • No prepayment needed,0,1.5 km from center,"Hell's Kitchen, New York",4,$355 taxes and charges,"US$1,153",US$830
Thompson Central Park - New York,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,181 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,0.5 km from center,"Manhattan, New York",5,$525 taxes and charges,No Discount,"US$2,124"
Residence Inn New York Downtown Manhattan/Financial District,2023/3/3,2023/3/24,2023/3/29,2,5,"Studio, 1 King",1 king bed,0,332 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,7.1 km from center,"Wall Street - Financial District, New York",4,$154 taxes and charges,"US$1,085",US$922
Pod 39,2023/3/3,2023/3/24,2023/3/29,2,5,Bunk Bed Room,1 bunk bed,0,"5,958 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2.1 km from center,"Murray Hill, New York",3,$273 taxes and charges,"US$1,125",US$956
Hampton Inn Times Square Central,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"2,271 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$206 taxes and charges,No Discount,"US$1,275"
La Quinta by Wyndham Time Square South,2023/3/3,2023/3/24,2023/3/29,2,5,King Room - Non-Smoking,1 king bed,Breakfast included,"2,066 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",3,$284 taxes and charges,No Discount,"US$1,067"
Millennium Hotel Broadway Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Standard Queen Room,1 queen bed,0,"5,878 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,1.3 km from center,"Manhattan, New York",4,$362 taxes and charges,"US$1,378","US$1,171"
"Holiday Inn Express New York City Chelsea, an IHG Hotel",2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"3,016 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.4 km from center,"Chelsea, New York",3,$244 taxes and charges,No Discount,US$952
Arlo NoMad,2023/3/3,2023/3/24,2023/3/29,2,5,Queen Room Urban,1 queen bed,Breakfast included,"2,401 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.4 km from center,"NoMad, New York",4,$362 taxes and charges,No Discount,"US$1,483"
Riu Plaza New York Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe Family Double Beds,"3 beds (2 fulls, 1 sofa bed)",Breakfast included,"6,335 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,1 km from center,"Hell's Kitchen, New York",4,$468 taxes and charges,"US$2,679","US$1,929"
Cambria Hotel New York - Chelsea,2023/3/3,2023/3/24,2023/3/29,2,5,King Room - Disability Access,1 king bed,0,"2,575 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$177 taxes and charges,No Discount,"US$1,084"
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/3,2023/3/24,2023/3/29,2,5,Queen Studio,1 queen bed,0,"1,382 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$257 taxes and charges,No Discount,US$971
Park Terrace Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Classic Room,1 queen bed,0,"2,424 reviews",Excellent,8.7,0,0,1.7 km from center,"Manhattan, New York",4,$227 taxes and charges,No Discount,"US$1,417"
MADE Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",0,"1,032 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$406 taxes and charges,No Discount,"US$1,660"
Virgin Hotels New York City,2023/3/3,2023/3/24,2023/3/29,2,5,Chamber King,1 king bed,0,3 reviews,Review score,5.7,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$464 taxes and charges,No Discount,"US$1,665"
Fairfield Inn by Marriott New York Manhattan/Financial District,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"2,268 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,7.2 km from center,"Wall Street - Financial District, New York",3,$151 taxes and charges,No Discount,US$907
Best Western Plus Hospitality House Suites,2023/3/3,2023/3/24,2023/3/29,2,5,Apartment with king bed,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 74m²
2 beds (1 king, 1 sofa bed)",Breakfast included,697 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,1.6 km from center,"Midtown East, New York",3,$242 taxes and charges,No Discount,"US$1,385"
Pestana CR7 Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Comfort Plus,1 queen bed,0,"1,360 reviews",Very Good,8.1,Free cancellation,0,1.6 km from center,"Hell's Kitchen, New York",4,$303 taxes and charges,"US$1,137","US$1,080"
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"2,876 reviews",Very Good,8.5,FREE cancellation • No prepayment needed,0,7.7 km from center,"Wall Street - Financial District, New York",4,$160 taxes and charges,No Discount,US$966
Hilton New York Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,79 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",4,$414 taxes and charges,No Discount,"US$1,619"
HGU New York,2023/3/3,2023/3/24,2023/3/29,2,5,King Standard,1 king bed,0,"1,540 reviews",Good,7.4,Free cancellation,0,2.4 km from center,"Manhattan, New York",4,$171 taxes and charges,No Discount,"US$1,044"
"voco Times Square South, an IHG Hotel",2023/3/3,2023/3/24,2023/3/29,2,5,Standard Room,1 queen bed,0,"1,395 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$184 taxes and charges,No Discount,"US$1,131"
The Hotel at Fifth Avenue,2023/3/3,2023/3/24,2023/3/29,2,5,King Room - Non-Smoking,1 king bed,0,"1,851 reviews",Good,7.1,Free cancellation,0,2.3 km from center,"Manhattan, New York",3,$283 taxes and charges,"US$1,205","US$1,024"
Renaissance New York Chelsea Hotel,2023/3/3,2023/3/24,2023/3/29,2,5,"Guest Room, 1 King City View",1 king bed,0,536 reviews,Good,7.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",4,$399 taxes and charges,No Discount,"US$1,419"
The Moore,2023/3/3,2023/3/24,2023/3/29,2,5,Interior Queen,1 queen bed,0,849 reviews,Very Good,8.4,Free cancellation,0,3 km from center,"Chelsea, New York",4,$192 taxes and charges,No Discount,"US$1,184"
The Evelyn NoMad,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Queen Room,1 queen bed,Breakfast included,"2,608 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$392 taxes and charges,No Discount,"US$1,487"
Thompson Central Park - New York,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,684 reviews,Good,7.5,FREE cancellation • No prepayment needed,0,2.6 km from center,"Chelsea, New York",3,$175 taxes and charges,No Discount,"US$1,065"
Residence Inn New York Downtown Manhattan/Financial District,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Queen Room,1 queen bed,Breakfast included,"1,715 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.4 km from center,"Manhattan, New York",5,$385 taxes and charges,No Discount,"US$1,441"
Pod 39,2023/3/3,2023/3/24,2023/3/29,2,5,"Guest Room, 1 King, European Style Cozy King",1 king bed,0,438 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,500 m from center,"Manhattan, New York",5,$265 taxes and charges,"US$3,499","US$1,504"
Hampton Inn Times Square Central,2023/3/3,2023/3/24,2023/3/29,2,5,Queen Studio,1 queen bed,0,"1,382 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$257 taxes and charges,No Discount,US$971
La Quinta by Wyndham Time Square South,2023/3/3,2023/3/24,2023/3/29,2,5,Graduate 2 Queen Beds,2 queen beds,0,"2,103 reviews",Very Good,8.5,Free cancellation,0,2.6 km from center,New York,4,$420 taxes and charges,"US$1,425","US$1,211"
Millennium Hotel Broadway Times Square,2023/3/3,2023/3/24,2023/3/29,2,5,Queen Room,1 queen bed,Breakfast included,584 reviews,Very Good,8.1,Free cancellation,0,3 km from center,"Kips Bay, New York",3,$292 taxes and charges,"US$1,045",US$888
"Holiday Inn Express New York City Chelsea, an IHG Hotel",2023/3/3,2023/3/24,2023/3/29,2,5,Double Room,,0,715 reviews,Excellent,8.7,Free cancellation,0,1.8 km from center,"Hell's Kitchen, New York",4,$296 taxes and charges,No Discount,US$914
Arlo NoMad,2023/3/3,2023/3/24,2023/3/29,2,5,Queen Room,1 queen bed,0,585 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$458 taxes and charges,"US$1,711","US$1,283"
,2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe King Room,1 king bed,0,953 reviews,Very Good,8.4,Free cancellation,0,5.8 km from center,"Tribeca, New York",4,$480 taxes and charges,"US$1,955","US$1,779"
Cambria Hotel New York - Chelsea,2023/3/3,2023/3/24,2023/3/29,2,5,King Room with King Bed,1 king bed,0,225 reviews,Good,7.7,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",4,$223 taxes and charges,No Discount,"US$1,395"
"Candlewood Suites NYC -Times Square, an IHG Hotel",2023/3/3,2023/3/24,2023/3/29,2,5,Standard Room,1 queen bed,0,"1,395 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$184 taxes and charges,No Discount,"US$1,131"
,2023/3/3,2023/3/24,2023/3/29,2,5,Executive King Room,1 queen bed,0,"2,357 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Murray Hill, New York",4,$255 taxes and charges,No Discount,"US$1,059"
,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,0,"1,312 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$393 taxes and charges,"US$1,655",US$993
,2023/3/3,2023/3/24,2023/3/29,2,5,Run of House,1 full bed,0,"4,014 reviews",Review score,5.6,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$362 taxes and charges,"US$1,275",US$956
,2023/3/3,2023/3/24,2023/3/29,2,5,King Room,1 king bed,Breakfast included,"4,590 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$230 taxes and charges,No Discount,"US$1,444"
,2023/3/3,2023/3/24,2023/3/29,2,5,"Guest room, 1 King, City view",1 king bed,0,581 reviews,Good,7.3,FREE cancellation • No prepayment needed,0,7.1 km from center,"Wall Street - Financial District, New York",3,$143 taxes and charges,No Discount,US$854
,2023/3/3,2023/3/24,2023/3/29,2,5,King Room - Hearing Accessible,1 king bed,0,691 reviews,Very Good,8.3,Free cancellation,0,1.6 km from center,"Manhattan, New York",4,$256 taxes and charges,No Discount,"US$1,615"
,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Double Room with Two Double Beds,2 full beds,0,457 reviews,Very Good,8.5,0,0,2.1 km from center,"Murray Hill, New York",4,$303 taxes and charges,No Discount,"US$1,935"
,2023/3/3,2023/3/24,2023/3/29,2,5,King Room - Disability Access,1 king bed,0,"2,575 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$177 taxes and charges,No Discount,"US$1,084"
,2023/3/3,2023/3/24,2023/3/29,2,5,Superior King Room,1 king bed,0,"3,595 reviews",Good,7.4,FREE cancellation • No prepayment needed,0,6.8 km from center,"Wall Street - Financial District, New York",4,$344 taxes and charges,"US$1,004",US$853
"voco Times Square South, an IHG Hotel",2023/3/3,2023/3/24,2023/3/29,2,5,Deluxe Double Room,2 full beds,0,"1,390 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,5.6 km from center,"Lower East Side, New York",4,$312 taxes and charges,"US$1,279","US$1,023"
,2023/3/3,2023/3/24,2023/3/29,2,5,"Renovated Deluxe, Guest room, 1 King, Sofa bed","2 beds (1 king, 1 sofa bed)",0,"1,710 reviews",Very Good,8.2,0,0,1.1 km from center,"Manhattan, New York",5,$489 taxes and charges,No Discount,"US$2,032"
,2023/3/3,2023/3/24,2023/3/29,2,5,Superior Queen Room,1 queen bed,0,522 reviews,Good,7.5,Free cancellation,0,1.4 km from center,"Manhattan, New York",4,$432 taxes and charges,No Discount,"US$1,679"
,2023/3/3,2023/3/24,2023/3/29,2,5,Classic King Room,1 king bed,0,896 reviews,Very Good,8.0,0,0,1.5 km from center,"Midtown East, New York",5,$465 taxes and charges,No Discount,"US$1,271"
,2023/3/3,2023/3/24,2023/3/29,2,5,One King Bed,1 king bed,0,"1,200 reviews",Good,7.3,0,0,1.9 km from center,"Midtown East, New York",4,$406 taxes and charges,No Discount,"US$1,064"
Ink 48 Hotel,2023/3/3,2023/3/25,2023/3/26,1,1,King Room - Disability Access,1 king bed,0,"1,312 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$81 taxes and charges,US$359,US$215
Margaritaville Resort Times Square,2023/3/3,2023/3/25,2023/3/26,1,1,Deluxe King Room,1 king bed,0,"1,362 reviews",Excellent,8.8,0,0,1.5 km from center,"Manhattan, New York",4,$106 taxes and charges,No Discount,US$306
Omni Berkshire Place,2023/3/3,2023/3/25,2023/3/26,1,1,Deluxe King Room,1 king bed,0,516 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,1.1 km from center,"Midtown East, New York",4,$77 taxes and charges,No Discount,US$263
"InterContinental New York Barclay Hotel, an IHG Hotel",2023/3/3,2023/3/25,2023/3/26,1,1,Classic King Room,1 king bed,0,896 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$97 taxes and charges,No Discount,US$279
The Herald 8 by LuxUrban,2023/3/3,2023/3/25,2023/3/26,1,1,King Room - Disability Access,1 king bed,0,"2,164 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$41 taxes and charges,No Discount,US$256
The Cloud One New York-Downtown,2023/3/3,2023/3/25,2023/3/26,1,1,King Room with City View,1 king bed,0,513 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$45 taxes and charges,No Discount,US$279
"InterContinental New York Times Square, an IHG Hotel",2023/3/3,2023/3/25,2023/3/26,1,1,Standard Room,,0,"1,352 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$103 taxes and charges,No Discount,US$359
33 Seaport Hotel New York,2023/3/3,2023/3/25,2023/3/26,1,1,Superior Courtyard King,1 king bed,0,286 reviews,Excellent,8.6,Free cancellation,0,6.9 km from center,"Wall Street - Financial District, New York",5,$58 taxes and charges,No Discount,US$370
Pestana Park Avenue,2023/3/3,2023/3/25,2023/3/26,1,1,Classic Room,1 queen bed,0,840 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$62 taxes and charges,US$299,US$239
citizenM New York Bowery,2023/3/3,2023/3/25,2023/3/26,1,1,King Room,1 king bed,0,"2,201 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,5.4 km from center,"Lower East Side, New York",4,$49 taxes and charges,No Discount,US$309
