Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
Freehand New York,2023/3/3,2023/3/8,2023/3/9,0,1,Three's Company,"2 beds (1 bunk bed, 1 queen)",0,"1,185 reviews",Good,7.9,0,0,3.1 km from center,"Gramercy, New York",4,$70 taxes and charges,No Discount,US$214
Courtyard New York Manhattan/Midtown West,2023/3/3,2023/3/8,2023/3/9,0,1,"Guest room, 2 Queen, City view, High floor",2 queen beds,0,"2,297 reviews",Excellent,8.6,0,0,2.1 km from center,"Hudson Yards, New York",4,$59 taxes and charges,No Discount,US$374
Element Times Square West,2023/3/3,2023/3/8,2023/3/9,0,1,"Guest Room, 1 King",1 king bed,Breakfast included,"5,499 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$40 taxes and charges,No Discount,US$247
"Hotel Shocard Broadway, Times Square",2023/3/3,2023/3/8,2023/3/9,0,1,Queen Room,1 queen bed,0,"1,061 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$55 taxes and charges,No Discount,US$150
DoubleTree by Hilton Hotel New York City - Chelsea,2023/3/3,2023/3/8,2023/3/9,0,1,King Room,1 king bed,0,"1,228 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$37 taxes and charges,No Discount,US$225
TRYP by Wyndham New York City Times Square - Midtown,2023/3/3,2023/3/8,2023/3/9,0,1,King Room,Multiple bed types,0,"2,272 reviews",Review score,6.9,Free cancellation,0,1.9 km from center,"Hell's Kitchen, New York",4,$66 taxes and charges,No Discount,US$251
"Kimpton Hotel Eventi, an IHG Hotel",2023/3/3,2023/3/8,2023/3/9,0,1,Premium Queen Room with Two Queen Beds,2 queen beds,0,456 reviews,Very Good,8.2,0,0,2.4 km from center,"Chelsea, New York",5,$78 taxes and charges,No Discount,US$348
Sheraton New York Times Square Hotel,2023/3/3,2023/3/8,2023/3/9,0,1,Traditional Queen Room with Adapted Tub - Mobility and Hearing Accessible,1 queen bed,0,970 reviews,Good,7.4,0,0,0.6 km from center,"Manhattan, New York",4,$89 taxes and charges,No Discount,US$348
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/3,2023/3/8,2023/3/9,0,1,King Room,1 king bed,0,827 reviews,Excellent,8.6,Free cancellation,0,5.9 km from center,"Chinatown, New York",4,$66 taxes and charges,No Discount,US$229
Hotel Edison Times Square,2023/3/3,2023/3/8,2023/3/9,0,1,Signature 1 Queen Bed,1 queen bed,Breakfast included,"11,160 reviews",Good,7.3,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$74 taxes and charges,No Discount,US$209
TBA Times Square,2023/3/3,2023/3/8,2023/3/9,0,1,Deluxe Double Room (2 Adults + 1 Child),2 full beds,0,"8,102 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$28 taxes and charges,No Discount,US$167
Freehand New York,2023/3/3,2023/3/8,2023/3/9,0,1,Three's Company,"2 beds (1 bunk bed, 1 queen)",0,"1,185 reviews",Good,7.9,0,0,3.1 km from center,"Gramercy, New York",4,$70 taxes and charges,No Discount,US$214
INNSiDE by Meliá New York Nomad,2023/3/3,2023/3/8,2023/3/9,0,1,The INNSiDE Room - Queen,1 queen bed,0,676 reviews,Very Good,8.3,0,0,2.6 km from center,"Chelsea, New York",4,$80 taxes and charges,No Discount,US$243
SpringHill Suites by Marriott New York Manhattan/Times Square South,2023/3/3,2023/3/8,2023/3/9,0,1,1 Queen Bed,1 queen bed,Breakfast included,"4,096 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$43 taxes and charges,No Discount,US$269
Hilton Garden Inn New York - Times Square Central,2023/3/3,2023/3/8,2023/3/9,0,1,Queen Room with City View,1 queen bed,0,"1,525 reviews",Good,7.6,0,0,1.5 km from center,"Manhattan, New York",3,$71 taxes and charges,No Discount,US$262
Hampton Inn Manhattan-35th St Empire State Bldg,2023/3/3,2023/3/8,2023/3/9,0,1,King Room with Roll in Shower,1 king bed,Breakfast included,"3,410 reviews",Very Good,8.3,0,0,2 km from center,"Manhattan, New York",4,$28 taxes and charges,No Discount,US$166
"Le Meridien New York, Central Park by Marriott",2023/3/3,2023/3/8,2023/3/9,0,1,"Junior Suite, 1 King, Sofa bed, City view","2 beds (1 king, 1 sofa bed)",0,438 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,500 m from center,"Manhattan, New York",5,$115 taxes and charges,"US$1,191",US$584
"Club Quarters Hotel Times Square, New York",2023/3/3,2023/3/8,2023/3/9,0,1,Small Single Room,1 full bed,0,"2,515 reviews",Good,7.8,0,0,1.3 km from center,"Manhattan, New York",4,$35 taxes and charges,No Discount,US$214
Hotel 57,2023/3/3,2023/3/8,2023/3/9,0,1,Standard Double Room,1 full bed,0,503 reviews,Good,7.8,0,0,1.3 km from center,"Midtown East, New York",4,$91 taxes and charges,No Discount,US$279
"The Bernic Hotel New York City,Tapestry Collection by Hilton",2023/3/3,2023/3/8,2023/3/9,0,1,Deluxe Queen Room with Balcony,1 queen bed,0,"1,199 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Midtown East, New York",4,$51 taxes and charges,No Discount,US$321
The Benjamin Royal Sonesta New York,2023/3/3,2023/3/8,2023/3/9,0,1,Deluxe King Studio,1 king bed,0,585 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$100 taxes and charges,US$369,US$314
Hilton New York Fashion District,2023/3/3,2023/3/8,2023/3/9,0,1,Queen Room,1 queen bed,0,625 reviews,Good,7.3,FREE cancellation • No prepayment needed,0,2.7 km from center,"Chelsea, New York",4,$37 taxes and charges,No Discount,US$227
Four Points by Sheraton Manhattan Midtown West,2023/3/3,2023/3/8,2023/3/9,0,1,Deluxe King Room,1 king bed,0,"2,008 reviews",Very Good,8.0,0,0,2 km from center,"Hudson Yards, New York",4,$56 taxes and charges,No Discount,US$356
U Hotel Fifth Avenue I Empire State Building,2023/3/3,2023/3/8,2023/3/9,0,1,Double Room,1 full bed,0,"1,695 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.1 km from center,"Manhattan, New York",3,$57 taxes and charges,No Discount,US$210
LUMA Hotel - Times Square,2023/3/3,2023/3/8,2023/3/9,0,1,Metro King Room with Roll-In Shower - Disability Access,1 king bed,0,"2,104 reviews",Wonderful,9.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",4,$56 taxes and charges,No Discount,US$355
"Holiday Inn Express - Times Square South, an IHG Hotel",2023/3/3,2023/3/8,2023/3/9,0,1,Room Selected at Check-In,1 king bed,Breakfast included,"3,302 reviews",Good,7.7,0,0,2 km from center,"Manhattan, New York",3,$35 taxes and charges,No Discount,US$212
Ink 48 Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"1,312 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$150 taxes and charges,US$578,US$347
The Knickerbocker,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe Room with One King Bed,1 king bed,0,"1,330 reviews",Very Good,8.4,0,0,1.4 km from center,"Manhattan, New York",5,$239 taxes and charges,No Discount,US$875
Margaritaville Resort Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe King Room,1 king bed,0,"1,361 reviews",Excellent,8.8,0,0,1.5 km from center,"Manhattan, New York",4,$191 taxes and charges,No Discount,US$473
Riu Plaza Manhattan Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe King,1 king bed,0,"6,409 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,1 km from center,"Manhattan, New York",4,$138 taxes and charges,US$606,US$437
Archer Hotel New York,2023/3/3,2023/3/8,2023/3/10,0,2,Classic King Guest Room,1 king bed,0,716 reviews,Excellent,8.7,0,0,1.8 km from center,"Manhattan, New York",4,$92 taxes and charges,No Discount,US$577
citizenM New York Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"2,777 reviews",Excellent,8.7,Free cancellation,0,0.8 km from center,"Manhattan, New York",4,$66 taxes and charges,No Discount,US$398
"The Draper New York, Tapestry Collection by Hilton",2023/3/3,2023/3/8,2023/3/10,0,2,King Room with Bath Tub - Mobility/Hearing Access,1 king bed,0,"1,008 reviews",Very Good,8.4,0,0,1.9 km from center,"Manhattan, New York",3,$85 taxes and charges,No Discount,US$526
Hyatt Place New York City/Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,Breakfast included,"14,986 reviews",Good,7.6,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",4,$63 taxes and charges,No Discount,US$378
Park Terrace Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe High Floor,1 queen bed,0,"2,424 reviews",Excellent,8.7,0,0,1.7 km from center,"Manhattan, New York",4,$104 taxes and charges,No Discount,US$655
Omni Berkshire Place,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe King Room,1 king bed,0,516 reviews,Excellent,8.7,FREE cancellation • No prepayment needed,0,1.1 km from center,"Midtown East, New York",4,$166 taxes and charges,No Discount,US$610
The Belvedere Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,Standard King Room,1 king bed,0,"3,636 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,0.9 km from center,"Hell's Kitchen, New York",4,$101 taxes and charges,No Discount,US$298
M Social Hotel Times Square New York,2023/3/3,2023/3/8,2023/3/10,0,2,Social Superior Hudson River View King,1 king bed,0,"5,521 reviews",Very Good,8.4,FREE cancellation • No prepayment needed,0,0.6 km from center,"Manhattan, New York",4,$167 taxes and charges,US$580,US$539
The Cloud One New York-Downtown,2023/3/3,2023/3/8,2023/3/10,0,2,Standard King Room,1 king bed,0,511 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$58 taxes and charges,No Discount,US$348
New York Marriott Marquis,2023/3/3,2023/3/8,2023/3/10,0,2,"Renovated Deluxe, Guest room, 2 Double",2 full beds,0,"1,710 reviews",Very Good,8.2,0,0,1.1 km from center,"Manhattan, New York",5,$188 taxes and charges,No Discount,US$763
The Herald 8 by LuxUrban,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"2,155 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$64 taxes and charges,No Discount,US$396
CIVILIAN Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,Double Room,1 queen bed,0,"1,163 reviews",Very Good,8.5,Free cancellation,0,0.9 km from center,"Hell's Kitchen, New York",4,$73 taxes and charges,No Discount,US$445
33 Seaport Hotel New York,2023/3/3,2023/3/8,2023/3/10,0,2,Superior Courtyard King,1 king bed,0,286 reviews,Excellent,8.6,Free cancellation,0,6.9 km from center,"Wall Street - Financial District, New York",5,$90 taxes and charges,No Discount,US$562
The James New York - NoMad,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe King Room,1 king bed,0,501 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.6 km from center,"NoMad, New York",4,$212 taxes and charges,US$808,US$768
Moxy NYC Chelsea,2023/3/3,2023/3/8,2023/3/10,0,2,Two Double Beds Room,2 full beds,0,"3,719 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2.5 km from center,"Chelsea, New York",4,$164 taxes and charges,No Discount,US$598
Riu Plaza New York Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe King Room,1 king bed,Breakfast included,"6,337 reviews",Very Good,8.4,0,0,1 km from center,"Hell's Kitchen, New York",4,$149 taxes and charges,No Discount,US$509
NH Collection New York Madison Avenue,2023/3/3,2023/3/8,2023/3/10,0,2,Superior Double or Twin Room,Beds: 1 double or 2 twins,0,"1,167 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Murray Hill, New York",4,$158 taxes and charges,No Discount,US$548
Dream Downtown,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room,1 queen bed,0,651 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,3.4 km from center,"Chelsea, New York",4,$165 taxes and charges,No Discount,US$296
"InterContinental New York Barclay Hotel, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,Classic Double Room,,0,895 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$210 taxes and charges,No Discount,US$668
"InterContinental New York Times Square, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,Standard Room,,0,"1,353 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$190 taxes and charges,No Discount,US$618
Motto by Hilton New York City Chelsea,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"1,169 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",5,$135 taxes and charges,No Discount,US$459
"InterContinental New York Barclay Hotel, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,Classic Double Room,,0,895 reviews,Very Good,8.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Midtown East, New York",5,$210 taxes and charges,No Discount,US$668
"InterContinental New York Times Square, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,Standard Room,,0,"1,353 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",4,$190 taxes and charges,No Discount,US$618
Royalton Park Avenue,2023/3/3,2023/3/8,2023/3/10,0,2,Superior Queen Room,1 queen bed,0,960 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,2.7 km from center,"NoMad, New York",5,$183 taxes and charges,No Discount,US$574
Executive Hotel Le Soleil New York,2023/3/3,2023/3/8,2023/3/10,0,2,Executive Queen Suite with Sofa Bed,"Private suite
2 beds (1 sofa bed, 1 queen)",0,"2,462 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",4,$113 taxes and charges,No Discount,US$458
Hilton Garden Inn West 35th Street,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"2,499 reviews",Very Good,8.3,FREE cancellation • No prepayment needed,0,2 km from center,"Manhattan, New York",3,$78 taxes and charges,No Discount,US$481
citizenM New York Bowery,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"2,200 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,5.4 km from center,"Lower East Side, New York",4,$75 taxes and charges,No Discount,US$458
The Pearl Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe Queen Room,1 queen bed,Breakfast included,950 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,0.8 km from center,"Manhattan, New York",4,$177 taxes and charges,No Discount,US$660
Refinery Hotel - New York,2023/3/3,2023/3/8,2023/3/10,0,2,Studio King Room,1 king bed,0,269 reviews,Very Good,8.2,Free cancellation,0,1.8 km from center,"Manhattan, New York",5,$208 taxes and charges,US$818,US$736
Aliz Hotel Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"3,582 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$135 taxes and charges,US$448,US$403
Wingate by Wyndham New York Midtown South/5th Ave,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room - Non-Smoking,1 queen bed,Breakfast included,"1,503 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",3,$67 taxes and charges,No Discount,US$407
Dream Downtown,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room,1 queen bed,0,651 reviews,Good,7.2,FREE cancellation • No prepayment needed,0,3.4 km from center,"Chelsea, New York",4,$165 taxes and charges,No Discount,US$296
Courtyard by Marriott New York Manhattan/Central Park,2023/3/3,2023/3/8,2023/3/10,0,2,Double Room with Two Double Beds,2 full beds,0,"3,307 reviews",Very Good,8.2,0,0,450 m from center,"Manhattan, New York",4,$108 taxes and charges,No Discount,US$682
SpringHill Suites by Marriott New York Manhattan/Times Square South,2023/3/3,2023/3/8,2023/3/10,0,2,1 Queen Bed,1 queen bed,Breakfast included,"4,096 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,1.9 km from center,"Hell's Kitchen, New York",4,$72 taxes and charges,No Discount,US$441
Hyatt Grand Central New York,2023/3/3,2023/3/8,2023/3/10,0,2,Two Double Beds,2 full beds,0,"1,200 reviews",Good,7.3,0,0,1.9 km from center,"Midtown East, New York",4,$178 taxes and charges,No Discount,US$530
The Gotham Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,King Room with Balcony,1 king bed,0,873 reviews,Very Good,8.3,0,0,1.4 km from center,"Midtown East, New York",4,$146 taxes and charges,No Discount,US$566
Times Square EDITION New York,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room,1 queen bed,0,682 reviews,Very Good,8.5,0,0,1 km from center,"Manhattan, New York",5,$219 taxes and charges,No Discount,US$891
NH Collection New York Madison Avenue,2023/3/3,2023/3/8,2023/3/10,0,2,Superior Double or Twin Room,Beds: 1 double or 2 twins,0,"1,167 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,2 km from center,"Murray Hill, New York",4,$158 taxes and charges,No Discount,US$548
Pestana Park Avenue,2023/3/3,2023/3/8,2023/3/10,0,2,Superior Room,1 queen bed,0,840 reviews,Very Good,8.5,Free cancellation,0,1.9 km from center,"Murray Hill, New York",4,$134 taxes and charges,US$684,US$547
La Quinta by Wyndham Time Square South,2023/3/3,2023/3/8,2023/3/10,0,2,King Room - Non-Smoking,1 king bed,Breakfast included,"2,066 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",3,$99 taxes and charges,No Discount,US$331
Grayson Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,48 reviews,Very Good,8.2,0,0,1.8 km from center,"Manhattan, New York",4,$141 taxes and charges,No Discount,US$491
Hilton New York Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,78 reviews,Good,7.8,0,0,1.4 km from center,"Manhattan, New York",4,$160 taxes and charges,No Discount,US$610
TBA Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Studio - Disability Access,"Entire studio • 1 bathroom • 325m²
1 king bed",0,"8,102 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$57 taxes and charges,No Discount,US$342
Arlo NoMad,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room City,1 queen bed,0,"2,401 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,2.4 km from center,"NoMad, New York",4,$136 taxes and charges,No Discount,US$530
TownePlace Suites by Marriott New York Manhattan/Chelsea,2023/3/3,2023/3/8,2023/3/10,0,2,King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Breakfast included,"2,265 reviews",Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",4,$74 taxes and charges,No Discount,US$454
Hampton Inn Times Square Central,2023/3/3,2023/3/8,2023/3/10,0,2,Double Room with Two Double Beds,2 full beds,Breakfast included,"2,270 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$75 taxes and charges,No Discount,US$458
Hotel Hendricks,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe Queen Room,1 queen bed,0,"1,576 reviews",Good,7.8,Free cancellation,0,1.8 km from center,"Manhattan, New York",4,$158 taxes and charges,No Discount,US$558
LUMA Hotel - Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Metro King Room with Roll-In Shower - Disability Access,1 king bed,0,"2,104 reviews",Wonderful,9.0,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",4,$103 taxes and charges,No Discount,US$650
New York Hilton Midtown,2023/3/3,2023/3/8,2023/3/10,0,2,Urban 1 Queen Bed,1 queen bed,0,832 reviews,Good,7.5,0,0,0.7 km from center,"Manhattan, New York",4,$175 taxes and charges,No Discount,US$674
TBA Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Studio - Disability Access,"Entire studio • 1 bathroom • 325m²
1 king bed",0,"8,102 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",3,$57 taxes and charges,No Discount,US$342
DoubleTree by Hilton New York Times Square South,2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,"4,389 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$69 taxes and charges,No Discount,US$419
The Gotham Hotel,2023/3/3,2023/3/8,2023/3/10,0,2,King Room with Balcony,1 king bed,0,873 reviews,Very Good,8.3,0,0,1.4 km from center,"Midtown East, New York",4,$146 taxes and charges,No Discount,US$566
Hyatt Centric Times Square New York,2023/3/3,2023/3/8,2023/3/10,0,2,King Room with View,1 king bed,0,649 reviews,Very Good,8.4,Free cancellation,0,1.2 km from center,"Manhattan, New York",4,$187 taxes and charges,No Discount,US$684
Dream Midtown,2023/3/3,2023/3/8,2023/3/10,0,2,Full Room,1 full bed,0,676 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,400 m from center,"Manhattan, New York",4,$135 taxes and charges,US$447,US$402
Hampton Inn Manhattan Times Square North,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room,1 queen bed,Breakfast included,"2,629 reviews",Good,7.8,0,0,0.6 km from center,"Hell's Kitchen, New York",3,$60 taxes and charges,No Discount,US$358
"Hotel Indigo - NYC Downtown - Wall Street, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,Standard Room with Queen Bed - Non-Smoking,1 queen bed,0,524 reviews,Very Good,8.3,0,0,7.3 km from center,"Wall Street - Financial District, New York",4,$110 taxes and charges,No Discount,US$306
Courtyard New York Manhattan/Midtown West,2023/3/3,2023/3/8,2023/3/10,0,2,"Guest room, 2 Queen, City view",2 queen beds,0,"2,297 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,2.1 km from center,"Hudson Yards, New York",4,$104 taxes and charges,No Discount,US$658
"Club Quarters Hotel Grand Central, New York",2023/3/3,2023/3/8,2023/3/10,0,2,Mobility Accessible Standard Room,1 queen bed,0,"2,282 reviews",Very Good,8.0,0,0,1.8 km from center,"Midtown East, New York",4,$91 taxes and charges,No Discount,US$572
Hampton Inn Times Square Central,2023/3/3,2023/3/8,2023/3/10,0,2,Double Room with Two Double Beds,2 full beds,Breakfast included,"2,270 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.5 km from center,"Manhattan, New York",3,$75 taxes and charges,No Discount,US$458
TownePlace Suites by Marriott New York Manhattan/Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,King Studio with Courtyard View,"Entire studio • 1 bathroom • 25m²
1 king bed",Breakfast included,"1,450 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.2 km from center,"Hell's Kitchen, New York",3,$107 taxes and charges,No Discount,US$648
Concorde Hotel New York,2023/3/3,2023/3/8,2023/3/10,0,2,City View 1 Queen Bed,1 queen bed,0,"1,264 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,1.3 km from center,"Midtown East, New York",4,$191 taxes and charges,No Discount,US$858
Moxy NYC East Village,2023/3/3,2023/3/8,2023/3/10,0,2,"Guest room, 1 Queen",1 queen bed,0,"1,692 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,4.1 km from center,"East Village, New York",4,$177 taxes and charges,No Discount,US$688
Millennium Hotel Broadway Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Standard Queen Room,1 queen bed,0,"5,878 reviews",Good,7.0,FREE cancellation • No prepayment needed,0,1.3 km from center,"Manhattan, New York",4,$131 taxes and charges,US$418,US$376
"Hotel 50 Bowery, part of JdV by Hyatt",2023/3/3,2023/3/8,2023/3/10,0,2,King Room,1 king bed,0,827 reviews,Excellent,8.6,FREE cancellation • No prepayment needed,0,5.9 km from center,"Chinatown, New York",4,$132 taxes and charges,No Discount,US$458
YOTEL New York Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Premium Queen,1 queen bed,0,"3,804 reviews",Good,7.1,FREE cancellation • No prepayment needed,0,1.5 km from center,"Hell's Kitchen, New York",4,$140 taxes and charges,US$350,US$315
Arlo Midtown,2023/3/3,2023/3/8,2023/3/10,0,2,King Urban,1 king bed,0,"2,974 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,1.7 km from center,"Hell's Kitchen, New York",4,$148 taxes and charges,No Discount,US$611
Ace Hotel New York,2023/3/3,2023/3/8,2023/3/10,0,2,Single Room,1 full bed,0,"1,021 reviews",Good,7.9,FREE cancellation • No prepayment needed,0,2.5 km from center,"NoMad, New York",4,$164 taxes and charges,No Discount,US$520
Hotel Lucerne,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe Double Room,2 full beds,0,999 reviews,Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$103 taxes and charges,No Discount,US$648
Warwick New York,2023/3/3,2023/3/8,2023/3/10,0,2,Premier King Bed,1 king bed,0,"4,402 reviews",Good,7.8,Free cancellation,0,0.7 km from center,"Manhattan, New York",4,$146 taxes and charges,No Discount,US$490
"Kimpton Hotel Eventi, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,King Room with Mobility Accessible Tub,1 king bed,0,456 reviews,Very Good,8.2,0,0,2.4 km from center,"Chelsea, New York",5,$146 taxes and charges,US$698,US$628
SIXTY SoHo,2023/3/3,2023/3/8,2023/3/10,0,2,Superior Queen Room,1 queen bed,0,725 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,5.2 km from center,"SoHo, New York",5,$231 taxes and charges,No Discount,US$958
Dream Midtown,2023/3/3,2023/3/8,2023/3/10,0,2,Full Room,1 full bed,0,676 reviews,Good,7.6,FREE cancellation • No prepayment needed,0,400 m from center,"Manhattan, New York",4,$135 taxes and charges,US$447,US$402
Hyatt Place New York/Midtown-South,2023/3/3,2023/3/8,2023/3/10,0,2,Queen Room with Two Queen Beds City View,"3 beds (1 sofa bed, 2 queens)",Breakfast included,"2,153 reviews",Very Good,8.1,Free cancellation,0,2 km from center,"Manhattan, New York",4,$104 taxes and charges,No Discount,US$656
Hotel Lucerne,2023/3/3,2023/3/8,2023/3/10,0,2,Deluxe Double Room,2 full beds,0,999 reviews,Very Good,8.5,Free cancellation,0,1.7 km from center,"Upper West Side, New York",4,$103 taxes and charges,No Discount,US$648
W New York - Times Square,2023/3/3,2023/3/8,2023/3/10,0,2,Wonderful King Room with City View and Adapted Tub - Mobility and Hearing Accessible,1 king bed,0,882 reviews,Good,7.7,0,0,1 km from center,"Manhattan, New York",4,$174 taxes and charges,No Discount,US$791
"Kimpton Hotel Eventi, an IHG Hotel",2023/3/3,2023/3/8,2023/3/10,0,2,King Room with Mobility Accessible Tub,1 king bed,0,456 reviews,Very Good,8.2,0,0,2.4 km from center,"Chelsea, New York",5,$146 taxes and charges,US$698,US$628
Concorde Hotel New York,2023/3/3,2023/3/8,2023/3/10,0,2,City View 1 Queen Bed,1 queen bed,0,"1,264 reviews",Excellent,8.6,FREE cancellation • No prepayment needed,0,1.3 km from center,"Midtown East, New York",4,$191 taxes and charges,No Discount,US$858
